Zones,Total,Ser,Minor,VKT,LN_PO,P_YP,INC1,Cycle,Res,Coma,Index,Trams,T_Sig,Schol,Bus,Speed,Longi,Latit,AREA
GRID546,90,36,53,3.9396,10.1011,26.4946,43.5652,0.246,76.6725,3.3851,0.4788,0,5,6,84,51.4141,144.7610016,-37.74940109,10870202.05
GRID547,161,61,99,4.0398,9.8493,25.5688,45.2422,0.3708,73.6492,1.9963,0.5229,0,20,9,93,47.5966,144.7940063,-37.74940109,10870039.84
GRID548,152,60,91,5.2568,9.754,24.2118,44.3817,0.4989,46.8891,1.5196,0.7381,0,27,7,70,56.0811,144.8269958,-37.74940109,10869735.65
GRID549,75,23,51,5.3726,9.686,21.3163,41.7136,0.764,66.7352,1.2806,0.5692,0,17,4,70,51.3333,144.8609924,-37.74940109,10869437.63
GRID550,182,41,141,6.3176,9.9801,21.5903,36.6001,2.0657,69.3564,3.2505,0.5306,16,25,10,103,49.4902,144.8939972,-37.74940109,10869143.41
GRID551,223,61,158,5.7947,10.3289,20.3706,34.9913,5.3162,75.5805,3.095,0.4681,26,35,11,144,48.4151,144.927002,-37.74940109,10868852.56
GRID552,418,114,301,5.2598,10.5224,17.9407,37.261,8.9502,78.1828,5.6754,0.4615,70,56,11,162,43.557,144.9609985,-37.74940109,10868569.18
GRID553,327,95,231,5.1928,10.3151,19.5826,41.0952,6.5482,71.3201,5.7835,0.5302,63,52,12,112,46.5705,144.9940033,-37.74940109,10868246.34
GRID554,192,58,131,4.7909,10.1902,20.3934,38.0201,6.515,60.9787,5.045,0.6654,6,36,10,174,48.7594,145.0269928,-37.74940109,10868012.74
GRID555,230,59,171,5.1065,9.9683,22.4659,36.7962,2.0005,73.2258,3.4607,0.5236,0,36,9,145,53.0952,145.0610046,-37.74940109,10867741.84
GRID556,51,24,27,4.268,9.8189,22.1406,35.0417,1.2498,51.7593,0.5959,0.6181,0,5,5,53,50.6579,145.0939941,-37.74940109,10867475.68
GRID557,54,22,31,4.8663,9.6494,22.0654,32.338,0.4365,64.4754,1.32,0.5431,0,10,2,65,60.5195,145.1269989,-37.74940109,10867213.78
GRID558,32,8,22,3.32,9.6626,21.5295,33.648,0.3751,59.7993,3.4691,0.5373,0,4,0,53,65,145.1609955,-37.74940109,10866956.69
GRID559,17,5,12,2.795,9.274,25.007,33.0037,0.3511,65.5391,0.864,0.4217,0,3,2,24,56.7857,145.1940002,-37.74940109,10866704.44
GRID560,28,12,16,3.6842,9.1079,25.5484,32.9193,0.3298,71.9879,1.0694,0.3922,0,1,1,33,56.3265,145.227005,-37.74940109,10866456.66
GRID561,17,6,11,1.5396,7.8352,26.3449,34.1238,0.1901,96.7875,0.5123,0.0903,0,0,0,14,60.2439,145.2610016,-37.74940109,10866213.13
GRID562,18,3,15,2.3264,7.927,26.236,34.0936,0.2613,48.0161,2.0203,0.4975,0,2,2,38,62.7586,145.2940063,-37.74940109,10865973.91
GRID563,55,15,40,3.7483,7.7249,26.4576,34.3152,0.2114,61.8077,1.7191,0.584,0,5,4,43,57.1028,145.3269958,-37.74940109,10865740.48
GRID564,77,23,54,3.8823,7.7249,26.4576,34.3152,0.2114,46.247,12.1279,0.7816,0,11,4,57,55.5556,145.3609924,-37.74940109,10865511.46
GRID565,6,3,3,0,7.7249,26.4576,34.3152,0.2114,84.6493,2.1857,0.298,0,0,0,9,67,145.3939972,-37.74940109,10865286.01
GRID566,5,2,2,0,7.7249,26.4576,34.3152,0.2114,97.4599,0,0.0688,0,0,0,0,0,145.427002,-37.74940109,10865066.61
GRID567,7,3,4,0,7.7249,26.4576,34.3152,0.2114,68.7004,0.13,0.3417,0,0,1,0,70,145.4609985,-37.74940109,10864850.53
GRID568,1,0,1,0,7.7111,26.4666,34.5291,0.2148,13.8649,0.2088,0.2434,0,0,0,0,80,145.4940033,-37.74940109,10864639.62
GRID569,4,1,3,2.3811,6.3297,27.2727,39.4118,0,16.0807,4.7708,0.3685,0,0,0,0,80,145.5269928,-37.74940109,10864433.64
GRID570,1,0,1,0,6.2729,27.1698,40.7407,0,9.3399,13.3567,0.3814,0,0,0,0,90,145.5610046,-37.74940109,10864231.89
GRID571,1,1,0,-2.1809,5.8081,27.6276,37,0,43.2374,6.6416,0.493,0,0,1,0,58.9474,145.5939941,-37.74940109,10864034.9
GRID572,1,0,1,0,5.8021,27.4924,37.3737,0,65.7136,9.9114,0.4532,0,0,0,0,60,145.6269989,-37.74940109,10863842.13
GRID573,7,5,2,1.0189,5.8021,27.4924,37.3737,0,46.8574,12.3694,0.5584,0,1,1,9,55.8333,145.6609955,-37.74940109,10863632.67
GRID574,11,6,5,3.5414,5.8021,27.4924,37.3737,0,52.9953,13.8011,0.5892,0,1,1,11,54.3478,145.6940002,-37.74940109,10863471.39
GRID575,2,1,1,-2.3341,5.8021,27.4924,37.3737,0,40.8754,5.8883,0.4777,0,0,0,6,65.5882,145.727005,-37.74940109,10863292.5
GRID576,0,0,0,0,5.8021,27.4924,37.3737,0,2.2218,0.5264,0.0744,0,0,0,0,70,145.7610016,-37.74940109,10863118.88
GRID577,4,1,3,0,5.8021,27.4924,37.3737,0,0,0,0,0,0,0,0,0,145.7940063,-37.74940109,10862949.83
GRID578,1,0,1,0,5.8021,27.4924,37.3737,0,0,0,0,0,0,0,0,0,145.8269958,-37.74940109,10862784.6
GRID579,0,0,0,0,5.8021,27.4924,37.3737,0,0,0,0,0,0,0,0,0,145.8609924,-37.74940109,10862624.69
GRID580,0,0,0,0,5.8021,27.4924,37.3737,0,0,0,0,0,0,0,0,0,145.8939972,-37.74940109,10862469.3
GRID581,0,0,0,0,5.7714,27.7259,36.4583,0,0,0,0,0,0,0,0,0,145.927002,-37.74919891,10518003
GRID582,0,0,0,0,5.717,27.6316,37.3626,0,0,0,0,0,0,0,0,0,145.9609985,-37.74869919,9972567.091
GRID583,0,0,0,0,5.8021,27.4924,37.3737,0,0,0,0,0,0,0,0,0,145.9940033,-37.74940109,10851669.08
GRID584,0,0,0,0,5.8021,27.4924,37.3737,0,0,0,0,0,0,0,0,0,146.0269928,-37.74940109,10861893.67
GRID585,0,0,0,0,5.79,27.5229,36.7347,0,0,0,0,0,0,0,0,0,146.0610046,-37.7492981,10721110.22
GRID586,0,0,0,0,5.624,27.4368,37.3494,0,0,0,0,0,0,0,0,0,146.0939941,-37.74810028,9080399.599
GRID587,0,0,0,0,5.8021,27.4924,37.3737,0,0,0,0,0,0,0,0,0,146.1269989,-37.74940109,10861510.1
GRID588,0,0,0,0,5.0876,27.7778,37.5,0,0,0,0,0,0,0,0,0,146.1529999,-37.74909973,5315619.794
GRID589,0,0,0,0,6.7464,27.6146,41.9847,0.3145,0,2.7054,0.0987,0,0,0,0,0,144.4989929,-37.7193985,5623948.742
GRID590,0,0,0,0,7.3428,27.6375,42.1053,0.173,9.9949,9.8254,0.4001,0,0,0,0,0,144.5279999,-37.71640015,10208246.42
GRID591,25,9,16,1.1079,7.4061,27.6428,42.0949,0.3247,36.1784,4.7962,0.5898,0,2,4,41,54.1489,144.5610046,-37.7159996,10877117.94
GRID592,5,2,3,-1.0993,7.4061,27.6428,42.0949,0.3247,7.2628,0.0146,0.37,0,0,0,0,57.5,144.5939941,-37.7159996,10876782.14
